timestamp,question,answer,reference_answer,source,source_content,bleu_score,rouge_scores_rouge-1,rouge_scores_rouge-2,rouge_scores_rouge-l,source_relevance,response_time
2024-07-23T17:42:22.484571,¿Cuántos clientes únicos tenemos en el banco según nuestra data en el CSV?,"Según el resumen del CSV, hay 10,000 clientes únicos en el banco.","Según los datos del CSV, tenemos 10000 clientes únicos en el banco.",CSV_summary,"
IMPORTANTE: Este es un resumen preciso del archivo CSV 'BankCustomerChurnPrediction.csv'.
- Total de filas (clientes únicos): 10000
- Número exacto de clientes únicos: 10000
- Columnas: customer_id, ",0.4108585858585858,0.6956521689224953,0.45454544954545456,0.6956521689224953,0.09090909090909091,25.773828983306885
2024-07-23T17:42:37.698852,¿Cuál es el saldo promedio de los clientes?,El saldo promedio es 76485.89.,"El saldo promedio de los clientes es 76,485.89 euros.",CSV_summary,"
IMPORTANTE: Este es un resumen preciso del archivo CSV 'BankCustomerChurnPrediction.csv'.
- Total de filas (clientes únicos): 10000
- Número exacto de clientes únicos: 10000
- Columnas: customer_id, ",0.4083333333333333,0.6249999953125001,0.285714281122449,0.6249999953125001,0.25,15.211628913879395
2024-07-23T17:42:52.394024,¿Cuántos países están representados en nuestros datos de clientes?,"Según el resumen del CSV, los países representados son France, Spain y Germany, lo que significa que hay 3 países representados en nuestros datos de clientes.","En nuestros datos de clientes están representados 3 países: Francia, España y Alemania.",CSV_summary,"
IMPORTANTE: Este es un resumen preciso del archivo CSV 'BankCustomerChurnPrediction.csv'.
- Total de filas (clientes únicos): 10000
- Número exacto de clientes únicos: 10000
- Columnas: customer_id, ",0.08810897435897437,0.38888888427469137,0.16666666222222234,0.22222221760802477,0.1111111111111111,14.693381309509277
2024-07-23T17:43:01.329314,¿Cuál es la tasa de abandono de clientes?,La tasa de abandono (churn) es del 20.37%.,La tasa de abandono de clientes es del 20.37%.,CSV_summary,"
IMPORTANTE: Este es un resumen preciso del archivo CSV 'BankCustomerChurnPrediction.csv'.
- Total de filas (clientes únicos): 10000
- Número exacto de clientes únicos: 10000
- Columnas: customer_id, ",0.5723214285714286,0.888888883888889,0.7058823479584776,0.888888883888889,0.2857142857142857,8.932345867156982
2024-07-23T17:43:17.801645,¿Cuál es el rango de edades de nuestros clientes?,El rango de edades de nuestros clientes es de 18 a 92 años.,El rango de edades de nuestros clientes es de 18 a 92 años.,CSV_summary,"
IMPORTANTE: Este es un resumen preciso del archivo CSV 'BankCustomerChurnPrediction.csv'.
- Total de filas (clientes únicos): 10000
- Número exacto de clientes únicos: 10000
- Columnas: customer_id, ",1.0,0.999999995,0.999999995,0.999999995,0.25,16.469891786575317
2024-07-23T17:43:21.698537,¿Qué porcentaje de clientes tiene tarjeta de crédito?,70.55%,El 70.51% de los clientes tiene tarjeta de crédito.,CSV_summary,"
IMPORTANTE: Este es un resumen preciso del archivo CSV 'BankCustomerChurnPrediction.csv'.
- Total de filas (clientes únicos): 10000
- Número exacto de clientes únicos: 10000
- Columnas: customer_id, ",0.0,0.18181817884297521,0.0,0.18181817884297521,0.2857142857142857,3.8961918354034424
2024-07-23T17:43:37.988662,¿Cuáles son los requisitos para abrir una cuenta bancaria?,"Para abrir una cuenta bancaria, se requiere presentar una identificación válida y vigente, así como un depósito inicial mínimo de 100 euros para cuentas de ahorro y 500 euros para cuentas corrientes. Los menores de edad pueden abrir cuentas con la autorización de un tutor legal.","Para abrir una cuenta bancaria, generalmente se requiere una identificación válida, comprobante de domicilio y un depósito inicial mínimo.",CSV_summary,"
IMPORTANTE: Este es un resumen preciso del archivo CSV 'BankCustomerChurnPrediction.csv'.
- Total de filas (clientes únicos): 10000
- Número exacto de clientes únicos: 10000
- Columnas: customer_id, ",0.1548865806702005,0.5283018823068708,0.2950819630529428,0.5283018823068708,0.0,16.28248405456543
2024-07-23T17:43:55.948413,¿Qué medidas de seguridad se aplican para proteger las transacciones en línea?,"Según la información del CSV y del PDF, las medidas de seguridad para proteger las transacciones en línea incluyen:

* Identificación de Clientes (7.1): Obligatorio proceso de ""Conozca a su Cliente"" para todas las cuentas nuevas.
* Reporte de Operaciones Sospechosas (7.2): Monitoreo continuo de transacciones para detectar patrones inusuales y reporte obligatorio a las autoridades de cualquier actividad sospechosa.

No hay información disponible sobre el 58% o el 61% mencionados en el CSV, ya que la pregunta se refiere específicamente a medidas de seguridad para proteger transacciones en línea.","El banco utiliza encriptación de extremo a extremo, autenticación de dos factores y monitoreo constante para proteger las transacciones en línea.",CSV_summary,"
IMPORTANTE: Este es un resumen preciso del archivo CSV 'BankCustomerChurnPrediction.csv'.
- Total de filas (clientes únicos): 10000
- Número exacto de clientes únicos: 10000
- Columnas: customer_id, ",0.058933484398420465,0.21951219143367046,0.09523809215419511,0.21951219143367046,0.08333333333333333,17.886414766311646
2024-07-23T17:44:16.149616,¿Cuál es la política del banco respecto a los préstamos hipotecarios?,"Según el PDF, la política del banco respecto a los préstamos hipotecarios es que el financiamiento se hace hasta el 80% del valor de tasación de la propiedad y el plazo máximo es de 30 años. La tasa de interés puede ser fija o variable, con referencia Euribor + margen.","La política de préstamos hipotecarios del banco incluye evaluación de crédito, tasas de interés competitivas y plazos flexibles de hasta 30 años.",CSV_summary,"
IMPORTANTE: Este es un resumen preciso del archivo CSV 'BankCustomerChurnPrediction.csv'.
- Total de filas (clientes únicos): 10000
- Número exacto de clientes únicos: 10000
- Columnas: customer_id, ",0.09540816326530611,0.39999999567222216,0.11428571008571443,0.33333332900555557,0.18181818181818182,20.19837188720703
2024-07-23T17:44:29.106282,¿Cómo maneja el banco las reclamaciones de los clientes?,"Según el documento ""Normativa de Atención al Cliente"" (sección 4), el banco maneja las reclamaciones de los clientes a través de un proceso que incluye:

* Plazo máximo de respuesta a reclamaciones: 15 días hábiles.
* Defensor del Cliente: Instancia independiente para resolver disputas.","El banco maneja las reclamaciones a través de un proceso estructurado que incluye recepción, investigación, resolución y seguimiento, con un plazo máximo de respuesta de 15 días hábiles.",CSV_summary,"
IMPORTANTE: Este es un resumen preciso del archivo CSV 'BankCustomerChurnPrediction.csv'.
- Total de filas (clientes únicos): 10000
- Número exacto de clientes únicos: 10000
- Columnas: customer_id, ",0.22050374705649803,0.47619047140337617,0.3142857095469388,0.47619047140337617,0.1111111111111111,12.953861951828003
